Car ID,Car Name,Year,Age of Car,Distance,Owner,Fuel,Location,Drive,Type,Price,Ratings,Safety Rating,Color
3097,Maruti Vitara Brezza,2018,6,105318,1,DIESEL,TN-59,Manual,SUV,832000,5,2,White
3098,Honda WR-V,2021,3,21445,1,PETROL,UP-16,Manual,SUV,814000,2,4,Orange
3099,Ford FREESTYLE,2020,4,37077,1,PETROL,KA-04,Manual,SUV,633000,1,4,White
3100,Hyundai VENUE,2019,5,116988,1,DIESEL,TN-12,Manual,SUV,765000,1,2,Black
3101,Hyundai ALCAZAR,2021,3,30111,1,DIESEL,TS-07,Manual,SUV,1877000,2,5,Black
3102,Honda Amaze,2018,6,121514,1,PETROL,TN-40,Manual,Sedan,346000,5,4,Black
3103,Maruti Swift,2016,8,80664,1,PETROL,UP-78,Manual,HatchBack,379000,1,3,Blue
3104,Renault Kwid,2020,4,25346,1,PETROL,GJ-18,Manual,HatchBack,427000,2,3,Black
3105,Hyundai VENUE,2022,2,16028,1,PETROL,UP-13,Manual,SUV,821000,3,2,Black
3106,Maruti Wagon R 1.0,2013,11,30418,2,PETROL,TN-06,Manual,HatchBack,327000,4,5,Blue
3107,Maruti Ciaz,2020,4,18699,1,PETROL,HR-23,Manual,Sedan,869000,3,2,Orange
3108,Hyundai Santro Xing,2012,12,60738,1,PETROL,KA-02,Manual,HatchBack,274000,1,3,White
3109,Maruti Swift,2015,9,71434,2,PETROL,DL-14,Manual,HatchBack,333000,1,4,Black
3110,Maruti Ciaz,2015,9,99137,2,DIESEL,KA-02,Manual,Sedan,370000,1,1,Black
3111,Maruti Baleno,2016,8,78911,2,PETROL,TS-07,Manual,HatchBack,614000,4,4,Blue
3112,Maruti Wagon R 1.0,2017,7,21940,1,PETROL,MH-01,Automatic,HatchBack,467000,5,4,Black
3113,Maruti Swift,2020,4,9085,1,PETROL,KA-05,Manual,HatchBack,695000,4,1,White
3114,Maruti Celerio,2017,7,41859,1,PETROL,UP-14,Automatic,HatchBack,471000,2,1,Blue
3115,Maruti Celerio,2020,4,37570,1,PETROL,GJ-30,Manual,HatchBack,483000,3,2,White
3116,Hyundai Grand i10,2014,10,84367,1,PETROL,WB-08,Manual,HatchBack,312000,5,5,Black
3117,Honda Brio,2012,12,57115,2,PETROL,KA-03,Manual,HatchBack,347000,2,5,Black
3118,Maruti Alto,2011,13,66153,1,PETROL,MH-12,Manual,HatchBack,170000,3,1,Black
3119,Hyundai i10,2012,12,91518,2,CNG,GJ-05,Manual,HatchBack,234000,5,2,Black
3120,Maruti Dzire,2018,6,20381,1,PETROL,MH-03,Manual,Sedan,387000,4,4,Red
3121,Renault Kwid,2018,6,11271,1,PETROL,MH-12,Automatic,HatchBack,443000,1,1,Blue
3122,Maruti Wagon R 1.0,2011,13,16607,1,PETROL,DL-3C,Manual,HatchBack,253000,4,1,Black
3123,Volkswagen Polo,2020,4,70402,1,PETROL,TN-23,Manual,HatchBack,795000,3,3,Blue
3124,Hyundai Xcent,2018,6,32041,1,PETROL,TN-22,Manual,Sedan,674000,1,5,White
3125,Toyota Glanza,2020,4,35636,1,PETROL,MH-01,Automatic,HatchBack,809000,5,5,Blue
3126,Maruti Wagon R 1.0,2015,9,64154,1,PETROL,UP-32,Manual,HatchBack,325000,1,4,White
3127,Maruti New Wagon-R,2021,3,52256,1,CNG,UP-70,Manual,HatchBack,581000,5,4,Black
3128,Maruti S PRESSO,2022,2,6267,1,PETROL,BR-01,Manual,HatchBack,448000,2,3,White
3129,Hyundai Grand i10,2016,8,91947,2,DIESEL,PB-10,Manual,HatchBack,379000,4,5,Red
3130,Datsun Redi Go,2021,3,13454,1,PETROL,HR-51,Manual,HatchBack,362000,1,2,White
3131,Maruti Celerio,2018,6,117924,1,PETROL,TN-40,Automatic,HatchBack,495000,1,1,Black
3132,Tata NEXON,2022,2,8671,1,PETROL,TN-67,Automatic,SUV,1237000,4,4,Orange
3133,Maruti IGNIS,2019,5,47844,2,PETROL,TS-07,Automatic,HatchBack,527000,4,1,Blue
3134,Toyota YARIS,2019,5,27652,2,PETROL,TN-05,Manual,Sedan,724000,5,2,Black
3135,Maruti Swift,2016,8,31324,2,PETROL,HR-26,Manual,HatchBack,513000,3,1,Red
3136,Maruti Alto K10,2015,9,29293,1,PETROL,DL-3C,Automatic,HatchBack,343000,5,5,Blue
3137,Maruti Wagon R 1.0,2012,12,61195,2,PETROL,BR-31,Manual,HatchBack,254000,4,3,Black
3138,Maruti Baleno,2017,7,63801,1,PETROL,DL-9C,Manual,HatchBack,535000,4,4,Black
3139,Hyundai Elite i20,2018,6,41996,1,CNG,UP-16,Manual,HatchBack,619000,5,2,Red
3140,Volkswagen Polo,2016,8,86431,2,PETROL,TN-12,Manual,HatchBack,527000,5,2,Black
3141,Maruti S PRESSO,2022,2,14757,1,PETROL,PB-08,Manual,HatchBack,482000,2,2,Black
3142,Hyundai Grand i10,2017,7,40570,1,PETROL,TS-09,Automatic,HatchBack,638000,4,2,Blue
3143,Maruti Ciaz,2017,7,102497,1,DIESEL,TN-18,Manual,Sedan,836000,1,1,Blue
3144,Honda Amaze,2019,5,88392,1,DIESEL,MP-04,Manual,Sedan,412600,1,3,Blue
3145,Maruti Wagon R 1.0,2010,14,87820,1,PETROL,KA-05,Manual,HatchBack,267000,4,5,Red
3146,Honda Amaze,2015,9,91771,2,DIESEL,MH-15,Manual,Sedan,488000,5,1,Orange
3147,Tata Tiago,2018,6,47983,1,PETROL,MH-03,Automatic,HatchBack,456000,5,4,White
3148,Maruti Wagon R 1.0,2015,9,64749,1,PETROL,MH-31,Manual,HatchBack,384000,2,5,White
3149,Hyundai i10,2013,11,42766,1,PETROL,HR-26,Manual,HatchBack,316000,1,1,Red
3150,Honda Amaze,2013,11,86176,1,DIESEL,KA-41,Manual,Sedan,448000,4,1,White
3151,Hyundai Grand i10,2015,9,32895,1,PETROL,CH-01,Manual,HatchBack,406000,4,3,Red
3152,Hyundai GRAND I10 NIOS,2022,2,17428,1,CNG,DL-7C,Manual,HatchBack,719000,4,1,White
3153,Honda WR-V,2017,7,32844,2,PETROL,WB-02,Manual,SUV,635000,4,5,Black
3154,Ford Ecosport,2017,7,39530,1,PETROL,WB-02,Manual,SUV,565000,1,2,Black
3155,Hyundai Santro Xing,2013,11,37987,1,PETROL,DL-12,Manual,HatchBack,232000,2,3,Red
3156,Mahindra XUV500,2015,9,96816,2,DIESEL,GJ-06,Manual,Lux_SUV,782000,3,1,White
3157,Maruti Swift Dzire,2015,9,47097,1,PETROL,MH-12,Manual,Sedan,521000,3,5,Red
3158,Toyota Glanza,2019,5,63600,1,PETROL,PB-02,Automatic,HatchBack,819000,3,3,Blue
3159,Hyundai Grand i10,2017,7,42133,1,PETROL,DL-4C,Automatic,HatchBack,496200,1,3,White
3160,Tata NEXON,2018,6,18363,1,PETROL,KL-11,Manual,SUV,696000,3,3,Blue
3161,Toyota Corolla Altis,2014,10,65829,1,PETROL,MH-12,Automatic,Lux_sedan,807000,2,3,White
3162,Maruti Celerio X,2018,6,38933,1,PETROL,UP-32,Manual,HatchBack,509000,2,3,Black
3163,Maruti Baleno,2016,8,43834,2,PETROL,WB-02,Manual,HatchBack,428000,2,3,Red
3164,Maruti Swift,2015,9,56976,2,DIESEL,KA-02,Manual,HatchBack,612000,4,5,Black
3165,Maruti Baleno,2016,8,23352,1,PETROL,UP-78,Manual,HatchBack,514000,2,1,Black
3166,Maruti Alto K10,2013,11,75895,2,PETROL,MH-14,Manual,HatchBack,235000,3,5,Black
3167,Renault Kwid,2018,6,30580,1,PETROL,GJ-27,Manual,HatchBack,353000,2,2,Black
3168,Hyundai VENUE,2022,2,6743,1,PETROL,CH-01,Automatic,SUV,1231000,4,3,Black
3169,Hyundai Eon,2018,6,13957,1,PETROL,KA-01,Manual,HatchBack,385000,2,5,White
3170,Maruti Ritz,2011,13,75879,2,DIESEL,KA-04,Manual,HatchBack,371000,5,1,Black
3171,Volkswagen T-ROC,2019,5,34211,1,PETROL,GJ-03,Automatic,SUV,1788000,3,2,Black
3172,Maruti Swift Dzire,2014,10,35946,1,DIESEL,HR-36,Manual,Sedan,423000,5,3,Red
3173,Maruti S PRESSO,2021,3,34169,1,PETROL,PB-07,Manual,HatchBack,457000,5,1,Blue
3174,Maruti Swift,2021,3,42516,1,PETROL,TN-85,Manual,HatchBack,660000,2,4,Black
3175,Hyundai Grand i10,2013,11,66983,1,PETROL,RJ-41,Manual,HatchBack,326000,1,1,Blue
3176,Honda City,2017,7,40586,1,PETROL,GJ-27,Manual,Sedan,833000,5,4,Black
3177,Hyundai i20,2010,14,41580,2,PETROL,MH-02,Manual,HatchBack,241200,1,2,Black
3178,Mahindra Kuv100,2017,7,78000,1,DIESEL,UP-16,Manual,SUV,361000,1,4,Red
3179,Toyota Etios Liva,2011,13,44516,2,PETROL,MH-02,Manual,HatchBack,247000,5,4,Black
3180,Tata Harrier,2021,3,64784,1,DIESEL,MH-44,Automatic,SUV,1986000,3,5,Black
3181,Hyundai Verna,2019,5,79501,1,DIESEL,KA-05,Manual,Sedan,905000,5,5,Red
3182,Maruti Swift Dzire,2013,11,55225,1,PETROL,MH-05,Manual,Sedan,419000,3,3,Black
3183,Maruti Alto 800,2018,6,36722,1,PETROL,MH-04,Manual,HatchBack,324000,1,2,Black
3184,Maruti Swift Dzire,2012,12,65471,2,PETROL,MH-03,Manual,Sedan,355000,4,3,White
3185,Maruti Baleno,2021,3,22474,1,PETROL,BR-01,Automatic,HatchBack,840000,2,2,Black
3186,Honda City,2017,7,35215,1,PETROL,HR-36,Manual,Sedan,863000,5,5,White
3187,Maruti Swift,2019,5,32501,1,PETROL,HR-72,Manual,HatchBack,567000,2,2,Black
3188,Maruti Celerio,2022,2,7387,1,PETROL,UP-78,Manual,HatchBack,620000,5,1,Blue
3189,Maruti Alto 800,2016,8,77168,2,PETROL,UP-33,Manual,HatchBack,232000,1,4,Black
3190,Datsun Redi Go,2018,6,55547,2,PETROL,KA-19,Manual,HatchBack,275000,4,1,Red
3191,Renault TRIBER,2020,4,25264,2,PETROL,MH-12,Automatic,SUV,673000,5,4,White
3192,Maruti Baleno,2017,7,83412,1,PETROL,TS-08,Manual,HatchBack,592000,3,2,White
3193,Hyundai Grand i10,2014,10,51461,1,PETROL,MH-12,Manual,HatchBack,510000,4,5,Blue
3194,Hyundai i10,2010,14,46972,2,PETROL,KA-51,Manual,HatchBack,305000,2,3,Black
3195,Maruti Swift,2013,11,49347,1,PETROL,HR-26,Manual,HatchBack,348000,5,2,Black
3196,Hyundai Creta,2018,6,80448,1,DIESEL,HR-26,Automatic,SUV,1133000,2,1,Black
3197,Maruti Dzire,2017,7,112619,1,PETROL,TN-40,Manual,Sedan,768000,2,1,Red
3198,Maruti Baleno,2019,5,32346,1,PETROL,HR-35,Manual,HatchBack,552000,3,4,Black
3199,Maruti Swift,2015,9,47124,1,PETROL,HR-26,Manual,HatchBack,414000,5,3,Blue
3200,Maruti New Wagon-R,2019,5,79510,1,PETROL,TS-07,Manual,HatchBack,548000,2,2,Orange
3201,Hyundai Elite i20,2018,6,56028,2,PETROL,TN-13,Manual,HatchBack,673000,3,1,Red
3202,Maruti Vitara Brezza,2020,4,39570,1,PETROL,TN-04,Automatic,SUV,947000,4,2,Black
3203,Hyundai Elite i20,2014,10,45425,2,PETROL,MH-01,Manual,HatchBack,526000,4,1,Black
3204,Volkswagen Jetta,2016,8,62577,1,PETROL,UP-16,Manual,Sedan,736000,4,2,White
3205,Nissan Terrano,2013,11,73845,1,DIESEL,MH-03,Manual,SUV,512000,3,4,White
3206,Tata Harrier,2021,3,70076,1,DIESEL,TS-08,Manual,SUV,1815000,5,1,Black
3207,Hyundai Grand i10,2018,6,61598,2,PETROL,KA-53,Manual,HatchBack,517000,4,3,Black
3208,Toyota Corolla Altis,2017,7,97908,1,PETROL,GJ-18,Automatic,Lux_sedan,1009000,1,4,White
3209,Maruti Ciaz,2021,3,79587,1,PETROL,MH-12,Automatic,Sedan,696000,2,3,White
3210,Tata NEXON,2019,5,73019,1,PETROL,MH-40,Manual,SUV,855000,1,1,White
3211,Hyundai Santro Xing,2013,11,51645,1,PETROL,HR-26,Manual,HatchBack,235000,2,1,White
3212,Maruti Dzire,2017,7,39051,1,PETROL,DL-1C,Automatic,Sedan,912000,5,4,Black
3213,Volkswagen Polo,2015,9,69667,2,PETROL,PB-10,Automatic,HatchBack,537000,4,3,Black
3214,Maruti Ciaz,2015,9,70473,1,DIESEL,UP-14,Manual,Sedan,521000,3,1,Red
3215,Maruti Baleno,2017,7,64616,1,PETROL,DL-12,Automatic,HatchBack,572000,2,4,Black
3216,Hyundai Grand i10,2017,7,17815,1,PETROL,DL-9C,Manual,HatchBack,447000,4,2,Black
3217,Maruti Wagon R 1.0,2013,11,63744,1,PETROL,AP-28,Manual,HatchBack,281000,1,2,Black
3218,Renault Kwid,2019,5,55317,1,PETROL,TN-11,Manual,HatchBack,459000,1,5,Orange
3219,Honda City,2012,12,29332,1,PETROL,DL-4C,Manual,Sedan,455000,1,4,Black
3220,Hyundai Verna,2013,11,39461,1,PETROL,TS-07,Automatic,Sedan,746000,3,1,Red
3221,Volkswagen Vento,2017,7,77120,1,PETROL,DL-4C,Manual,Sedan,321000,2,3,White
3222,Hyundai Grand i10,2015,9,81418,1,PETROL,BR-01,Manual,HatchBack,353000,3,2,White
3223,Renault Kwid,2021,3,17102,1,PETROL,MH-29,Manual,HatchBack,430000,5,5,Blue
3224,Hyundai Creta,2021,3,24849,1,PETROL,HR-51,Manual,SUV,1175000,2,1,White
3225,Maruti Swift,2019,5,49294,2,PETROL,MH-48,Automatic,HatchBack,563000,4,3,Black
3226,Maruti Swift Dzire,2015,9,62441,1,PETROL,DL-4C,Manual,Sedan,411000,3,3,Black
3227,Toyota Etios Liva,2012,12,121735,2,PETROL,TN-40,Manual,HatchBack,331000,4,4,Black
3228,Honda City,2015,9,97025,2,DIESEL,GJ-01,Manual,Sedan,657000,2,2,Red
3229,Honda City,2015,9,96488,2,PETROL,KA-12,Manual,Sedan,520000,1,1,White
3230,Nissan MAGNITE,2021,3,20338,2,PETROL,GJ-01,Automatic,SUV,827000,1,5,Red
3231,Hyundai NEW I20,2021,3,17449,2,DIESEL,KA-11,Manual,HatchBack,856000,3,5,Black
3232,Maruti Celerio,2017,7,96548,2,CNG,GJ-27,Automatic,HatchBack,403000,2,1,Black
3233,Maruti Alto K10,2019,5,32334,2,PETROL,KA-52,Manual,HatchBack,378000,4,1,Red
3234,Maruti Swift Dzire,2010,14,80183,3,PETROL,MH-04,Manual,Sedan,287000,1,3,White
3235,Maruti Alto 800,2019,5,32402,1,PETROL,WB-26,Manual,HatchBack,301000,4,2,Red
3236,Hyundai Grand i10,2017,7,63011,1,PETROL,DL-10,Manual,HatchBack,463000,5,1,Red
3237,Hyundai i10,2015,9,37188,1,PETROL,TS-07,Manual,HatchBack,374000,1,3,White
3238,Renault Kwid,2020,4,20248,1,PETROL,KA-04,Automatic,HatchBack,582000,4,3,White
3239,Hyundai i10,2016,8,70593,1,PETROL,RJ-14,Manual,HatchBack,345000,3,1,Blue
3240,Tata PUNCH,2021,3,24354,1,PETROL,TN-31,Automatic,SUV,839000,1,1,Blue
3241,KIA SONET,2020,4,35153,2,PETROL,TN-02,Manual,SUV,885000,4,2,Black
3242,Hyundai Grand i10,2017,7,40108,1,PETROL,MH-14,Manual,HatchBack,524000,4,2,Blue
3243,Maruti Swift Dzire,2016,8,54996,1,PETROL,GJ-19,Manual,Sedan,706000,5,2,Orange
3244,Renault TRIBER,2022,2,2648,1,PETROL,GJ-02,Manual,SUV,806000,4,3,Blue
3245,Maruti Dzire,2018,6,42776,1,PETROL,GJ-06,Manual,Sedan,459000,5,1,White
3246,Maruti Dzire,2017,7,66636,2,PETROL,MH-02,Manual,Sedan,338000,3,4,Blue
3247,Maruti Ciaz,2016,8,75694,2,PETROL,TS-09,Manual,Sedan,567000,4,5,Red
3248,Honda City,2015,9,76553,1,PETROL,TS-07,Automatic,Sedan,681000,3,5,Black
3249,Maruti Swift,2018,6,98221,2,CNG,HR-10,Manual,HatchBack,558000,3,4,Red
3250,Hyundai NEW SANTRO,2020,4,15578,2,PETROL,PB-12,Manual,HatchBack,429000,1,3,Black
3251,Hyundai VENUE,2021,3,16860,2,PETROL,TN-12,Manual,SUV,1007000,2,5,White
3252,Renault Kwid,2017,7,85831,1,PETROL,KL-22,Manual,HatchBack,279000,3,4,Black
3253,Maruti Wagon R 1.0,2014,10,52685,1,CNG,MH-46,Manual,HatchBack,346000,1,4,White
3254,Maruti Dzire,2018,6,62535,1,PETROL,TS-09,Automatic,Sedan,674000,1,4,Black
3255,Hyundai New Elantra,2017,7,69301,1,PETROL,GJ-01,Automatic,Lux_sedan,1230000,3,1,Black
3256,Hyundai Grand i10,2014,10,46473,1,PETROL,MH-12,Manual,HatchBack,427000,1,3,White
3257,Maruti Alto 800,2016,8,62202,1,PETROL,WB-24,Manual,HatchBack,262000,2,5,Orange
3258,Maruti Alto 800,2013,11,49714,2,PETROL,MH-12,Manual,HatchBack,264000,4,4,Black
3259,Hyundai Elite i20,2019,5,23098,1,PETROL,MP-04,Manual,HatchBack,675000,3,1,Black
3260,Toyota Etios Liva,2011,13,77476,1,PETROL,KA-02,Manual,HatchBack,368000,5,2,Orange
3261,Maruti Swift,2019,5,56907,1,PETROL,UP-53,Manual,HatchBack,570000,2,4,Blue
3262,Maruti Swift,2016,8,41107,1,PETROL,KA-07,Manual,HatchBack,573000,1,5,White
3263,Tata NEXON,2019,5,54264,1,PETROL,DL-3C,Manual,SUV,716000,4,1,Orange
3264,Hyundai Elite i20,2016,8,40756,1,PETROL,UP-16,Manual,HatchBack,612000,3,3,White
3265,KIA SONET,2021,3,29224,1,DIESEL,KA-04,Manual,SUV,1201000,3,4,Red
3266,Maruti Vitara Brezza,2019,5,51718,1,DIESEL,WB-24,Manual,SUV,690000,2,2,Orange
3267,Hyundai Elite i20,2016,8,90213,2,PETROL,KA-05,Manual,HatchBack,613000,2,1,Black
3268,Hyundai i10,2010,14,30712,2,PETROL,DL-7C,Manual,HatchBack,165000,1,1,Red
3269,Ford Ecosport,2018,6,21738,1,PETROL,KA-03,Automatic,SUV,912000,2,1,Black
3270,Toyota YARIS,2021,3,44321,1,CNG,UP-32,Manual,Sedan,814000,4,2,Red
3271,Honda Jazz,2018,6,55412,1,PETROL,UP-32,Automatic,HatchBack,720000,3,3,White
3272,Hyundai Creta,2016,8,65117,1,PETROL,MH-02,Manual,SUV,784000,3,1,White
3273,Volkswagen Polo,2019,5,56980,2,PETROL,MH-31,Manual,HatchBack,554000,2,4,Black
3274,Maruti IGNIS,2020,4,36231,1,PETROL,KA-04,Manual,HatchBack,600000,3,1,Black
3275,Hyundai Creta,2017,7,72313,2,PETROL,KA-51,Manual,SUV,956000,2,1,White
3276,Maruti Swift,2010,14,62746,1,PETROL,DL-8C,Manual,HatchBack,184000,2,5,Black
3277,Hyundai NEW SANTRO,2022,2,20113,1,PETROL,GJ-08,Manual,HatchBack,499000,5,1,Black
3278,Maruti Swift,2012,12,89691,1,DIESEL,MH-12,Manual,HatchBack,454000,4,5,Black
3279,Renault Kwid,2016,8,68988,2,PETROL,MH-48,Manual,HatchBack,289000,5,3,White
3280,Renault Kwid,2021,3,9263,1,PETROL,HR-36,Automatic,HatchBack,480000,3,1,Orange
3281,Maruti Celerio,2016,8,67385,1,CNG,GJ-16,Automatic,HatchBack,427000,4,2,Black
3282,Renault Kwid,2017,7,34736,1,PETROL,MH-48,Manual,HatchBack,321000,1,3,Blue
3283,Maruti Alto,2019,5,68236,1,PETROL,GJ-02,Manual,HatchBack,317000,1,2,White
3284,Maruti Swift,2013,11,113498,1,DIESEL,KA-19,Manual,HatchBack,465000,2,1,White
3285,Hyundai NEW SANTRO,2019,5,12713,1,PETROL,UP-78,Manual,HatchBack,444000,1,4,Black
3286,Maruti Swift Dzire,2013,11,91153,1,PETROL,UP-32,Manual,Sedan,364000,2,1,Red
3287,Hyundai Elite i20,2018,6,86925,1,DIESEL,GJ-36,Manual,HatchBack,741000,4,3,White
3288,Honda Brio,2015,9,56663,2,PETROL,HR-26,Manual,HatchBack,324000,3,4,White
3289,Maruti IGNIS,2017,7,60784,1,DIESEL,UP-32,Automatic,HatchBack,585000,4,5,Black
3290,Maruti Swift,2015,9,78110,1,PETROL,GJ-05,Manual,HatchBack,464000,4,5,Red
3291,Maruti Ciaz,2018,6,30440,2,PETROL,TN-14,Automatic,Sedan,1194000,1,2,White
3292,Maruti Vitara Brezza,2019,5,86649,1,DIESEL,TN-14,Manual,SUV,762000,3,2,Black
3293,Tata Harrier,2019,5,93942,1,DIESEL,TS-15,Manual,SUV,1498000,1,5,Orange
3294,Maruti S PRESSO,2020,4,59522,1,PETROL,GJ-23,Manual,HatchBack,458000,1,5,Blue
3295,Maruti Baleno,2016,8,58040,1,PETROL,MH-47,Manual,HatchBack,517000,1,5,Black
3296,Ford FREESTYLE,2018,6,63517,1,DIESEL,UP-16,Manual,SUV,555000,1,4,White
3297,Hyundai NEW SANTRO,2019,5,20851,2,PETROL,TN-31,Manual,HatchBack,473000,5,5,White
3298,Maruti Swift,2019,5,28956,1,PETROL,UP-14,Manual,HatchBack,572000,1,4,White
3299,Hyundai Verna,2016,8,72640,1,DIESEL,GJ-18,Manual,Sedan,1348000,4,1,Blue
3300,Honda City,2011,13,26757,1,CNG,PB-27,Manual,Sedan,735000,4,3,Red
3301,Hyundai Grand i10,2017,7,16634,2,PETROL,KA-51,Manual,HatchBack,533000,1,5,Blue
3302,Honda Amaze,2017,7,77428,1,PETROL,KA-01,Automatic,Sedan,736000,1,5,Orange
3303,Maruti Celerio,2021,3,9647,1,PETROL,DL-3C,Manual,HatchBack,488000,3,2,White
3304,Maruti Alto 800,2018,6,51272,1,PETROL,PB-08,Manual,HatchBack,343000,1,2,White
3305,Maruti Alto,2019,5,25486,2,PETROL,DL-8C,Manual,HatchBack,382000,5,5,Red
3306,Hyundai GRAND I10 NIOS,2021,3,35060,1,PETROL,TS-08,Automatic,HatchBack,749000,1,2,White
3307,Maruti Swift,2018,6,56410,1,PETROL,KA-50,Automatic,HatchBack,702000,3,4,Red
3308,Maruti Swift,2014,10,24700,1,PETROL,KA-03,Manual,HatchBack,565000,3,2,White
3309,Volkswagen Polo,2010,14,97453,1,PETROL,KL-41,Manual,HatchBack,311000,5,2,Red
3310,Maruti S PRESSO,2019,5,48579,1,PETROL,MH-46,Manual,HatchBack,381000,1,1,White
3311,Tata Zest,2014,10,47218,2,PETROL,MH-49,Manual,Sedan,591000,2,3,Orange
3312,Ford Ecosport,2015,9,58675,3,PETROL,TN-06,Manual,SUV,549000,3,2,White
3313,Maruti Celerio X,2018,6,63528,1,PETROL,TS-08,Automatic,HatchBack,495000,4,4,White
3314,Hyundai GRAND I10 NIOS,2021,3,19693,1,CNG,UP-16,Manual,HatchBack,649000,3,1,Orange
3315,Tata NEXON,2019,5,23457,1,PETROL,HR-26,Automatic,SUV,917000,5,2,Black
3316,Maruti Ciaz,2015,9,51252,1,PETROL,TN-12,Automatic,Sedan,716000,2,3,Black
3317,Toyota YARIS,2018,6,31428,2,PETROL,CH-01,Automatic,Sedan,807000,2,3,Red
3318,Renault Kwid,2017,7,52703,1,PETROL,HR-36,Manual,HatchBack,279000,4,1,Black
3319,Maruti S PRESSO,2020,4,10662,1,PETROL,GJ-06,Manual,HatchBack,442000,3,1,Black
3320,Volkswagen Ameo,2016,8,84005,1,PETROL,TN-22,Manual,Sedan,605000,5,4,Black
3321,Maruti Baleno,2020,4,60058,1,PETROL,KA-03,Manual,HatchBack,676000,1,5,White
3322,Maruti Swift,2017,7,44710,1,PETROL,DL-8C,Manual,HatchBack,428000,1,1,Black
3323,Honda City,2016,8,74174,2,PETROL,TS-09,Manual,Sedan,665000,1,4,White
3324,Hyundai i10,2016,8,59080,1,PETROL,MH-40,Manual,HatchBack,358000,5,3,Red
3325,Maruti Ertiga,2014,10,52520,2,DIESEL,PB-10,Manual,SUV,504000,5,2,Red
3326,Maruti Celerio,2016,8,40547,1,PETROL,KA-05,Automatic,HatchBack,452000,5,4,Black
3327,Honda City,2018,6,36816,1,PETROL,KA-03,Manual,Sedan,800000,1,5,Red
3328,Hyundai Xcent,2018,6,68177,1,PETROL,GJ-06,Manual,Sedan,796000,4,5,White
3329,Maruti Dzire,2018,6,79019,1,DIESEL,KA-43,Manual,Sedan,758000,5,5,Black
3330,Mahindra Thar,2019,5,42221,1,DIESEL,UP-16,Manual,SUV,774000,2,2,Blue
3331,Honda WR-V,2018,6,38309,2,PETROL,TN-13,Manual,SUV,629000,3,1,White
3332,Maruti Swift,2017,7,42632,2,PETROL,KL-07,Manual,HatchBack,546000,5,5,White
3333,Maruti Ciaz,2018,6,33851,1,PETROL,MH-04,Manual,Sedan,411000,4,2,Red
3334,Maruti Baleno,2019,5,85888,2,DIESEL,TN-14,Manual,HatchBack,682000,3,5,Black
3335,Hyundai Elite i20,2014,10,89210,2,PETROL,HR-03,Manual,HatchBack,445000,5,4,Black
3336,Maruti Swift,2012,12,41110,1,PETROL,DL-9C,Manual,HatchBack,298000,4,2,Black
3337,Hyundai i10,2016,8,42444,1,PETROL,KA-51,Manual,HatchBack,396000,1,2,White
3338,Hyundai i10,2011,13,56652,2,PETROL,DL-1C,Manual,HatchBack,217000,1,4,Black
3339,Hyundai Grand i10,2018,6,27721,1,PETROL,DL-8C,Manual,HatchBack,497000,5,1,Red
3340,Hyundai i20 Active,2017,7,62635,1,PETROL,TN-02,Manual,HatchBack,654000,4,1,Black
3341,Mahindra Bolero,2013,11,83078,2,DIESEL,HR-03,Manual,SUV,411000,2,1,White
3342,Maruti Swift Dzire,2015,9,55183,1,PETROL,MH-14,Manual,Sedan,1023000,1,5,White
3343,Honda Amaze,2018,6,51603,1,PETROL,MH-43,Manual,Sedan,384000,3,2,White
3344,Maruti Ritz,2013,11,84200,1,DIESEL,AP-29,Manual,HatchBack,365000,1,1,Black
3345,Maruti Ertiga,2013,11,99344,2,DIESEL,AP-10,Manual,SUV,646000,1,2,White
3346,Maruti Dzire,2018,6,70986,1,PETROL,RJ-14,Automatic,Sedan,670000,1,2,Red
3347,Hyundai i10,2016,8,56915,3,PETROL,WB-08,Manual,HatchBack,283000,5,2,Black
3348,Mahindra Scorpio,2018,6,63305,1,DIESEL,BR-01,Manual,SUV,1002000,4,5,Black
3349,Tata Tiago,2020,4,27518,1,PETROL,TN-14,Manual,HatchBack,610000,1,4,Black
3350,Hyundai AURA,2021,3,76506,2,PETROL,MH-14,Automatic,Sedan,877000,1,2,Blue
3351,Honda Brio,2012,12,60611,2,PETROL,AP-29,Manual,HatchBack,326000,4,4,Red
3352,Tata ALTROZ,2020,4,24616,1,PETROL,KA-50,Manual,HatchBack,782000,2,3,Red
3353,Hyundai i20,2012,12,67444,1,PETROL,KA-02,Manual,HatchBack,434000,3,5,White
3354,Maruti Alto,2019,5,9875,1,PETROL,MH-05,Manual,HatchBack,335000,1,4,Black
3355,Maruti Zen Estilo,2011,13,87929,1,PETROL,DL-3C,Manual,HatchBack,167000,1,1,White
3356,Maruti Alto,2019,5,20657,2,PETROL,MH-40,Manual,HatchBack,297000,1,1,Red
3357,Maruti Wagon R 1.0,2015,9,67006,2,CNG,MH-03,Manual,HatchBack,322000,4,3,White
3358,Maruti Swift,2018,6,26007,1,PETROL,KA-68,Automatic,HatchBack,681000,4,4,White
3359,Toyota Fortuner,2022,2,5830,1,PETROL,HR-98,Manual,Lux_SUV,3300000,4,2,Black
3360,Hyundai i10,2010,14,97244,2,PETROL,KL-27,Manual,HatchBack,209000,4,4,Black
